,Crystal_Structure,Mohs_Hardness,Diaphaneity,Specific_Gravity,Optical,Refractive_Index,Dispersion,Molar_Mass,Molar_Volume,Calculated_Density
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.210597,0.06733162000000001,6.104
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.52019,0.04484758,8.93
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.03419,0.044818,5.167999999999998
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1287.4703359999999,0.26903385,3.972
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.91365,0.04485285,4.107
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.247664,0.14576161,5.388
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.2421589999999,0.08976348000000002,5.9289999999999985
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.892551,0.05604944,5.078
1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2345.99596,0.1895348,10.273
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.7587900000002,0.13445272,4.567
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.9551600000003,0.13457676,5.464
1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.5810809999998,0.17936893999999998,2.464
1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.55308000000005,0.011238539999999998,11.119000000000002
1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.015074,0.23526618,7.021
1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0483,0.05585166999999999,5.484
1573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.8090140000004,0.14585272999999996,7.01
1574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.593728,0.16811579999999995,2.062
1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1231.8090140000004,0.14585272999999996,7.01
1576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.5379300000004,0.1002003,9.199
1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.1558,0.100884,3.819
1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.11896000000002,0.11201718,1.779
1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.03775,0.033680610000000014,6.876
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.3815,0.1121327,4.266
1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.04452,0.1565499,0.97
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.02564,0.033470480000000004,8.754
1583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.2064,0.06728678,6.22
1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.58119000000005,0.04487237,7.04
1585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.077254,0.14586590999999993,3.58
1586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.3851,0.044836,4.135
1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.257876,0.51583722,3.708
1588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.0886779999996,0.08995042,10.363
1589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.7819599999998,0.07858939999999999,7.2639999999999985
1590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.3495039999997,0.201864,3.18
1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.8106,0.033650080000000006,6.902
1592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.26563900000002,0.04491189,4.681
1593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.321239,0.04496949,4.971
1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.089175,0.04490769,4.049
1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.3946920000002,0.11221186,4.115
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.1325,0.08972559,3.322
1597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.024147,0.11220796,4.816
1598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.239493,0.23558524,5.92
1599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.541478,0.23523448,2.112
1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.273282,0.10093908,3.439
1601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.3079,0.20170498,1.079
1602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.5381,0.13454259999999998,2.872
1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3305.874045,0.24816178,11.057
1604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.25169,0.04486334,5.018
1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.269368,0.1009003,3.219
1606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.0162,0.08974623999999999,3.283
1607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.597101,0.02248829,7.847
1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.3075900000001,0.05608246999999999,10.216
1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.2576,0.07851963,12.011
1610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.446509,0.08979491,8.129
1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.818962,0.033612090000000004,3.329
1612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.871929,0.02246108,12.818
1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.03341,0.08964775,1.435
1614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.342539,0.05614531999999999,11.845999999999998
1615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.421825,0.10100185,6.331
1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.939403,0.011215000000000001,1.92
1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842.750664,0.13452685999999994,5.2
1618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.00283999999998,0.03360923,2.099
1619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.140568,0.04488931,7.2879999999999985
1620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.8436609999999,0.0562442,9.0
1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.5797680000003,0.16811203999999993,3.745
1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.957682,0.07847705,2.929
1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.93684999999998,0.02239935,3.221
1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.18098799999999,0.100854,1.466
1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.97143000000005,0.15689727999999994,2.1630000000000003
1626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.15102,0.16808355,0.84
1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1195.3699500000002,0.22437270000000004,4.422
1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.96925000000016,0.03369082,9.484
1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0646199999999,0.11207763,6.295
1630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.9714680000004,0.19093179,5.251
1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.649296,0.25788725999999995,6.175
1632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.5943,0.02247854,13.204
1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.79503,0.17954354999999994,4.705
1634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.595141,0.3812361300000001,3.352
1635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9397,0.03359634,2.444
1636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.947548,0.0673539,5.84
1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980.28108,0.1120533,7.261
1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.105839,0.02250409,6.348
1639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.089239,0.03366409,3.799
1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.8117669999997,0.1009732,7.132999999999999
1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.9679010000002,0.20183165,4.342
1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.6682239999999,0.302551,0.907
1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.14954,0.0560363,2.031
1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.9716,0.04487684,6.806
1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.4880390000002,0.1456045,3.526
1646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.094878,0.044907720000000005,9.576
1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.286862,0.044860090000000005,4.501
1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.55813,0.16812009,2.748
1649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.3873,0.03365073,6.644
1650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.221475,0.07844066,6.319
1651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.7657730000003,0.06741178,8.628
1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.4713000000001,0.0785136,3.599
1653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0205000000002,0.05613573,9.581
1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.31104,0.03345709,3.4810000000000003
1655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.8288299999998,0.05606224,9.487
1656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.479533,0.0449268,5.3660000000000005
1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.65049,0.0446753,7.536
1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.100008,0.12310917,2.347
1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.3488900000001,0.06733070000000001,7.8439999999999985
1660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1332.6904499999996,0.20187025,5.479
1661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.16718,0.0448896,3.072
1662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0026019999999995,0.022424,0.14800000000000002
1663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.607429,0.15695960999999994,5.439
1664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.90719,0.04485172,9.14
1665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.10113,0.01123673,10.349
1666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.85434000000002,0.02241309,2.698
1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.253687,0.05626245999999999,13.635
1668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.7907,0.06710447,13.751
1669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.510409,0.2689430300000001,5.31
1670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.533626,0.19049821,2.281
1671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.47904,0.13447338,1.336
1672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.65643,0.07845275,2.673
1673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.37236200000004,0.04483318,4.283
1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4153.261079999998,0.2906147699999999,11.862
1675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.5249520000001,0.04486509,5.375
1676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.32745,0.011212509999999998,10.092
1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.94054,0.02241262,2.812
1678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.818962,0.033612090000000004,3.329
1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.068995,0.11252465,6.27
1680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.269263,0.11238805,7.062
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.3691950000001,0.11229375,5.849
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.068995,0.11252465,6.27
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.6044989999997,0.11237365,5.647
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.3219510000001,0.21340251,6.877999999999999
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.8953,0.13440291999999998,2.377
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.357839,0.022482190000000003,13.894
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.76528,0.2465244,0.851
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.3142,0.08974998,8.677
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.152379,0.02245399,4.146
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.482439,0.06731129999999999,4.482
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.182203,0.0112598,6.353
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.52563599999996,0.0448897,6.259
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.4967999999999,0.1345786,5.141
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.4787,0.0336839,6.542000000000002
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.555768,0.06738160000000001,6.732
1696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.3228,0.1346336,5.606
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.4174,0.0673139,3.778
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.75964199999999,0.07846605999999999,2.568
1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.21762,0.06722788,3.188
1700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.97413,0.04489817,8.799
1701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.97413,0.04489817,8.799
1702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.228101,0.02247169,12.788
1703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053.8967949999999,0.20186843999999995,4.333
1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.6705800000002,0.07856959000000001,6.863
1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.65052,0.14568832999999998,1.137
1706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.256852,0.16811452,3.013
1707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433.203693,0.22427613,5.3039999999999985
1708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.9406,0.10095498,3.814
1709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.9615799999997,0.27922272,2.217
1710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.18569,0.06736692000000001,8.417
1711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1503.8286,0.11224029999999996,11.121
1712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.550366,0.11208499999999999,2.137
1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.212636,0.12329805,6.228
1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.08219,0.04488574,4.643
1715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.963993,0.10119733000000004,8.62
1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.94659,0.033678280000000005,8.008
1717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.903221,0.044839010000000006,3.534
1718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101.34794,0.12327278999999998,7.415
1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.036836,0.13444588999999998,3.494
1720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.901746,0.24649604,3.377
1721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.788203,0.03370372,12.062
1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.033203,0.03370322,12.314
1723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.1438,0.02241555,8.892000000000003
1724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3888.87356,0.4482816,7.2
1725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.828255,0.5266192900000001,1.182
1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.363,0.05606404,7.955
1727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.45197599999997,0.07849669999999999,2.659
1728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.87208,0.056020400000000005,1.746
1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.202611,0.17958686999999995,9.965
1730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.56652,0.30264241000000003,4.159
1731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.045084,0.08963766,2.297
1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.624146,0.05615868,6.35
1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.372683,0.16815646999999995,5.589
1734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.06603999999999,0.13444662000000002,0.778
1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.09472,0.12328393,0.62
1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.05316,0.05604662,0.652
1737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.590219,0.15673519999999996,1.248
1738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.00864,0.44803736,0.867
1739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.34675599999997,0.25773768,1.569
1740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.066879,0.02244189,3.109
1741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00794,0.01121,0.075
1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00734,0.022406,0.63
1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8458,0.02239909,3.255
1744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.29005,0.033673789999999995,3.137
1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.91060000000004,0.04480749,2.814
1746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.081587,0.06731908,3.342
1747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.90243,0.05609589,4.008
1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5307,0.0110559,5.67
1749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.28328,0.0673057,2.347
1750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.28328,0.0673057,2.347
1751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.589865,0.19073586,8.619
1752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.06954199999996,0.04484978,2.9810000000000003
1753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.589865,0.19073586,8.619
1754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.8188,0.13453566,4.823
1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.12274000000001,0.03362039,1.682
1756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.883903,0.0672647,3.268
1757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.812003,0.11212425,5.069
1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.561943,0.1233297,2.83
1759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.454203,0.1232808,4.5539999999999985
1760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.083553,0.07848868,2.518
1761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.3548079999998,0.26894,1.982
1762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.98645,0.21282884,5.8889999999999985
1763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.404143,0.08947651,5.004
1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.2529,0.0672123,2.226
1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.7163500000001,0.022451699999999998,11.043
1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.126802,0.033801780000000003,8.548
1767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.362,0.15708899999999998,10.136
1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03116,0.056036,0.297
1769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.03116,0.056036,0.297
1770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.04644,0.089652,0.35200000000000004
1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.02262,0.056022,0.519
1772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9994,0.011196,1.186
1773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00734,0.022406,0.63
1774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.904,0.07842921,3.491
1775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2034.827886,0.26918764,6.274
1776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.06277000000003,0.17927174999999998,1.033
1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.061704,0.06730459,3.91
1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.41854,0.21295972,3.069
1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.8493,0.31372517,0.74
1780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.459878,0.0224608,7.0379999999999985
1781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.878339,0.07850750000000001,4.28
1782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1198.8242799999996,0.24655444999999995,4.0360000000000005
1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.61595,0.07854665,9.432
1784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.6057039999996,0.29148379,4.199
1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2348.22118,0.9074856999999998,2.148
1786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.279738,0.15720843999999995,5.165
1787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.62704000000005,0.03347509,3.735
1788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.99529999999993,0.06723383,5.752999999999999
1789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.5077,0.04482221,7.065
1790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.361965,0.0336689,4.027
1791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.575116,0.0337022,12.623
1792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.689178,0.04488538,4.968
1793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.2991,0.04486549,5.185
1794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.960568,0.056118799999999996,4.466
1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.094212,0.100906,2.345
1796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.7225,0.011217789999999998,13.446
1797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.38576,0.10083148,1.304
1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0158,0.11193067,8.224
1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.287901,0.04486809,5.1110000000000015
1800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.330774,0.08976743000000001,4.94
1801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.5058119999999,0.20178527,4.954
1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.054748,0.03364189,3.0610000000000004
1803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7008,0.01122059,6.783
1804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.8363800000004,0.08977664,11.065
1805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.5546599999998,0.20180875,4.271
1806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.53062,0.11204107,1.389
1807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.072177,0.11224308,4.585
1808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.2987,0.033736199999999994,7.4129999999999985
1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.3034,0.033142790000000005,5.041
1810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.283278,0.03368145,9.223
1811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.2644,0.06725367,5.557
1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.7341,0.07844949999999999,3.1180000000000003
1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.02937799999995,0.033638999999999995,3.554
1814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.6859,0.02241109,5.655
1815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.565771,0.11244577,8.972000000000003
1816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.352136,0.15696077999999994,4.518
1817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.7322800000004,0.12346233,8.691
1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.67973899999998,0.03363267,3.373
1819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.09975,0.033633350000000006,4.222
1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.765348,0.06727941000000001,6.313
1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.08379,0.033670900000000004,5.425
1822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.987058,0.23538359999999994,3.784
1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.8608699999995,0.31362799,5.785
1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.058324,0.07852118,5.254
1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0161,0.2128951,1.154
1826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.540862,0.05602588,4.926
1827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.123241,0.10104258,5.652
1828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.5308480000001,0.11224017,5.476
1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.16725,0.03375096000000001,7.21
1830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.5618800000002,0.22413745,5.0939999999999985
1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.54496799999995,0.033624199999999986,3.617
1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.367696,0.04507306,8.863999999999997
1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.1127600000001,0.07849573000000001,3.025
1834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.617179,0.08954598000000001,2.823
1835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0209,0.25775314,2.299
1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1075,0.033639010000000004,2.445
1837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935.065854,0.29187719999999995,5.502999999999999
1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.3156,0.11189377,3.511
1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.02525,0.06726842000000001,3.504
1840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.103468,0.0336599,3.3310000000000004
1841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.91122,0.0112262,7.83
1842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.922278,0.04483078,4.738
1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.84940000000003,0.022094250000000003,8.146
1844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1973.9126530000005,0.16834067999999994,9.732
